DateID,FullDate,DayName,DayOfWeek,DayOfMonth,WeekOfYear,MonthName,MonthOfYear,Quarter,Year,WeekdayFlag,IsCurrent,StartDate,EndDate
20111222,2011-12-22,Thursday,4.0,22.0,52.0,December,12.0,4.0,2011.0,Weekday,1,,
20111223,2011-12-23,Friday,5.0,23.0,52.0,December,12.0,4.0,2011.0,Weekday,1,,
20111224,2011-12-24,Saturday,6.0,24.0,52.0,December,12.0,4.0,2011.0,Weekend,1,,
20111225,2011-12-25,Sunday,7.0,25.0,52.0,December,12.0,4.0,2011.0,Weekend,1,,
20111226,2011-12-26,Monday,1.0,26.0,53.0,December,12.0,4.0,2011.0,Weekday,1,,
20111227,2011-12-27,Tuesday,2.0,27.0,53.0,December,12.0,4.0,2011.0,Weekday,1,,
20111228,2011-12-28,Wednesday,3.0,28.0,53.0,December,12.0,4.0,2011.0,Weekday,1,,
20111229,2011-12-29,Thursday,4.0,29.0,53.0,December,12.0,4.0,2011.0,Weekday,1,,
20111230,2011-12-30,Friday,5.0,30.0,53.0,December,12.0,4.0,2011.0,Weekday,1,,
20111231,2011-12-31,Saturday,6.0,31.0,53.0,December,12.0,4.0,2011.0,Weekend,1,,
20120101,2012-01-01,Sunday,7.0,1.0,1.0,January,1.0,1.0,2012.0,Weekend,1,,
20120102,2012-01-02,Monday,1.0,2.0,2.0,January,1.0,1.0,2012.0,Weekday,1,,
20120103,2012-01-03,Tuesday,2.0,3.0,2.0,January,1.0,1.0,2012.0,Weekday,1,,
20120104,2012-01-04,Wednesday,3.0,4.0,2.0,January,1.0,1.0,2012.0,Weekday,1,,
20120105,2012-01-05,Thursday,4.0,5.0,2.0,January,1.0,1.0,2012.0,Weekday,1,,
20120106,2012-01-06,Friday,5.0,6.0,2.0,January,1.0,1.0,2012.0,Weekday,1,,
20120107,2012-01-07,Saturday,6.0,7.0,2.0,January,1.0,1.0,2012.0,Weekend,1,,
20120108,2012-01-08,Sunday,7.0,8.0,2.0,January,1.0,1.0,2012.0,Weekend,1,,
20120109,2012-01-09,Monday,1.0,9.0,3.0,January,1.0,1.0,2012.0,Weekday,1,,
20120110,2012-01-10,Tuesday,2.0,10.0,3.0,January,1.0,1.0,2012.0,Weekday,1,,
20120111,2012-01-11,Wednesday,3.0,11.0,3.0,January,1.0,1.0,2012.0,Weekday,1,,
20120112,2012-01-12,Thursday,4.0,12.0,3.0,January,1.0,1.0,2012.0,Weekday,1,,
20120113,2012-01-13,Friday,5.0,13.0,3.0,January,1.0,1.0,2012.0,Weekday,1,,
20120114,2012-01-14,Saturday,6.0,14.0,3.0,January,1.0,1.0,2012.0,Weekend,1,,
20120115,2012-01-15,Sunday,7.0,15.0,3.0,January,1.0,1.0,2012.0,Weekend,1,,
20120116,2012-01-16,Monday,1.0,16.0,4.0,January,1.0,1.0,2012.0,Weekday,1,,
20120117,2012-01-17,Tuesday,2.0,17.0,4.0,January,1.0,1.0,2012.0,Weekday,1,,
20120118,2012-01-18,Wednesday,3.0,18.0,4.0,January,1.0,1.0,2012.0,Weekday,1,,
20120119,2012-01-19,Thursday,4.0,19.0,4.0,January,1.0,1.0,2012.0,Weekday,1,,
20120120,2012-01-20,Friday,5.0,20.0,4.0,January,1.0,1.0,2012.0,Weekday,1,,
20120121,2012-01-21,Saturday,6.0,21.0,4.0,January,1.0,1.0,2012.0,Weekend,1,,
20120122,2012-01-22,Sunday,7.0,22.0,4.0,January,1.0,1.0,2012.0,Weekend,1,,
20120123,2012-01-23,Monday,1.0,23.0,5.0,January,1.0,1.0,2012.0,Weekday,1,,
20120124,2012-01-24,Tuesday,2.0,24.0,5.0,January,1.0,1.0,2012.0,Weekday,1,,
20120125,2012-01-25,Wednesday,3.0,25.0,5.0,January,1.0,1.0,2012.0,Weekday,1,,
20120126,2012-01-26,Thursday,4.0,26.0,5.0,January,1.0,1.0,2012.0,Weekday,1,,
20120127,2012-01-27,Friday,5.0,27.0,5.0,January,1.0,1.0,2012.0,Weekday,1,,
20120128,2012-01-28,Saturday,6.0,28.0,5.0,January,1.0,1.0,2012.0,Weekend,1,,
20120129,2012-01-29,Sunday,7.0,29.0,5.0,January,1.0,1.0,2012.0,Weekend,1,,
20120130,2012-01-30,Monday,1.0,30.0,6.0,January,1.0,1.0,2012.0,Weekday,1,,
20120131,2012-01-31,Tuesday,2.0,31.0,6.0,January,1.0,1.0,2012.0,Weekday,1,,
20120201,2012-02-01,Wednesday,3.0,1.0,6.0,February,2.0,1.0,2012.0,Weekday,1,,
20120202,2012-02-02,Thursday,4.0,2.0,6.0,February,2.0,1.0,2012.0,Weekday,1,,
20120203,2012-02-03,Friday,5.0,3.0,6.0,February,2.0,1.0,2012.0,Weekday,1,,
20120204,2012-02-04,Saturday,6.0,4.0,6.0,February,2.0,1.0,2012.0,Weekend,1,,
20120205,2012-02-05,Sunday,7.0,5.0,6.0,February,2.0,1.0,2012.0,Weekend,1,,
20120206,2012-02-06,Monday,1.0,6.0,7.0,February,2.0,1.0,2012.0,Weekday,1,,
20120207,2012-02-07,Tuesday,2.0,7.0,7.0,February,2.0,1.0,2012.0,Weekday,1,,
20120208,2012-02-08,Wednesday,3.0,8.0,7.0,February,2.0,1.0,2012.0,Weekday,1,,
20120209,2012-02-09,Thursday,4.0,9.0,7.0,February,2.0,1.0,2012.0,Weekday,1,,
20120210,2012-02-10,Friday,5.0,10.0,7.0,February,2.0,1.0,2012.0,Weekday,1,,
20120211,2012-02-11,Saturday,6.0,11.0,7.0,February,2.0,1.0,2012.0,Weekend,1,,
20120212,2012-02-12,Sunday,7.0,12.0,7.0,February,2.0,1.0,2012.0,Weekend,1,,
20120213,2012-02-13,Monday,1.0,13.0,8.0,February,2.0,1.0,2012.0,Weekday,1,,
20120214,2012-02-14,Tuesday,2.0,14.0,8.0,February,2.0,1.0,2012.0,Weekday,1,,
20120215,2012-02-15,Wednesday,3.0,15.0,8.0,February,2.0,1.0,2012.0,Weekday,1,,
20120216,2012-02-16,Thursday,4.0,16.0,8.0,February,2.0,1.0,2012.0,Weekday,1,,
20120217,2012-02-17,Friday,5.0,17.0,8.0,February,2.0,1.0,2012.0,Weekday,1,,
20120218,2012-02-18,Saturday,6.0,18.0,8.0,February,2.0,1.0,2012.0,Weekend,1,,
20120219,2012-02-19,Sunday,7.0,19.0,8.0,February,2.0,1.0,2012.0,Weekend,1,,
20120220,2012-02-20,Monday,1.0,20.0,9.0,February,2.0,1.0,2012.0,Weekday,1,,
20120221,2012-02-21,Tuesday,2.0,21.0,9.0,February,2.0,1.0,2012.0,Weekday,1,,
20120222,2012-02-22,Wednesday,3.0,22.0,9.0,February,2.0,1.0,2012.0,Weekday,1,,
20120223,2012-02-23,Thursday,4.0,23.0,9.0,February,2.0,1.0,2012.0,Weekday,1,,
20120224,2012-02-24,Friday,5.0,24.0,9.0,February,2.0,1.0,2012.0,Weekday,1,,
20120225,2012-02-25,Saturday,6.0,25.0,9.0,February,2.0,1.0,2012.0,Weekend,1,,
20120226,2012-02-26,Sunday,7.0,26.0,9.0,February,2.0,1.0,2012.0,Weekend,1,,
20120227,2012-02-27,Monday,1.0,27.0,10.0,February,2.0,1.0,2012.0,Weekday,1,,
20120228,2012-02-28,Tuesday,2.0,28.0,10.0,February,2.0,1.0,2012.0,Weekday,1,,
20120229,2012-02-29,Wednesday,3.0,29.0,10.0,February,2.0,1.0,2012.0,Weekday,1,,
20120301,2012-03-01,Thursday,4.0,1.0,10.0,March,3.0,1.0,2012.0,Weekday,1,,
20120302,2012-03-02,Friday,5.0,2.0,10.0,March,3.0,1.0,2012.0,Weekday,1,,
20120303,2012-03-03,Saturday,6.0,3.0,10.0,March,3.0,1.0,2012.0,Weekend,1,,
20120304,2012-03-04,Sunday,7.0,4.0,10.0,March,3.0,1.0,2012.0,Weekend,1,,
20120305,2012-03-05,Monday,1.0,5.0,11.0,March,3.0,1.0,2012.0,Weekday,1,,
20120306,2012-03-06,Tuesday,2.0,6.0,11.0,March,3.0,1.0,2012.0,Weekday,1,,
20120307,2012-03-07,Wednesday,3.0,7.0,11.0,March,3.0,1.0,2012.0,Weekday,1,,
20120308,2012-03-08,Thursday,4.0,8.0,11.0,March,3.0,1.0,2012.0,Weekday,1,,
20120309,2012-03-09,Friday,5.0,9.0,11.0,March,3.0,1.0,2012.0,Weekday,1,,
20120310,2012-03-10,Saturday,6.0,10.0,11.0,March,3.0,1.0,2012.0,Weekend,1,,
20120311,2012-03-11,Sunday,7.0,11.0,11.0,March,3.0,1.0,2012.0,Weekend,1,,
20120312,2012-03-12,Monday,1.0,12.0,12.0,March,3.0,1.0,2012.0,Weekday,1,,
20120313,2012-03-13,Tuesday,2.0,13.0,12.0,March,3.0,1.0,2012.0,Weekday,1,,
20120314,2012-03-14,Wednesday,3.0,14.0,12.0,March,3.0,1.0,2012.0,Weekday,1,,
20120315,2012-03-15,Thursday,4.0,15.0,12.0,March,3.0,1.0,2012.0,Weekday,1,,
20120316,2012-03-16,Friday,5.0,16.0,12.0,March,3.0,1.0,2012.0,Weekday,1,,
20120317,2012-03-17,Saturday,6.0,17.0,12.0,March,3.0,1.0,2012.0,Weekend,1,,
20120318,2012-03-18,Sunday,7.0,18.0,12.0,March,3.0,1.0,2012.0,Weekend,1,,
20120319,2012-03-19,Monday,1.0,19.0,13.0,March,3.0,1.0,2012.0,Weekday,1,,
20120320,2012-03-20,Tuesday,2.0,20.0,13.0,March,3.0,1.0,2012.0,Weekday,1,,
20120321,2012-03-21,Wednesday,3.0,21.0,13.0,March,3.0,1.0,2012.0,Weekday,1,,
20120322,2012-03-22,Thursday,4.0,22.0,13.0,March,3.0,1.0,2012.0,Weekday,1,,
20120323,2012-03-23,Friday,5.0,23.0,13.0,March,3.0,1.0,2012.0,Weekday,1,,
20120324,2012-03-24,Saturday,6.0,24.0,13.0,March,3.0,1.0,2012.0,Weekend,1,,
20120325,2012-03-25,Sunday,7.0,25.0,13.0,March,3.0,1.0,2012.0,Weekend,1,,
20120326,2012-03-26,Monday,1.0,26.0,14.0,March,3.0,1.0,2012.0,Weekday,1,,
20120327,2012-03-27,Tuesday,2.0,27.0,14.0,March,3.0,1.0,2012.0,Weekday,1,,
20120328,2012-03-28,Wednesday,3.0,28.0,14.0,March,3.0,1.0,2012.0,Weekday,1,,
20120329,2012-03-29,Thursday,4.0,29.0,14.0,March,3.0,1.0,2012.0,Weekday,1,,
20120330,2012-03-30,Friday,5.0,30.0,14.0,March,3.0,1.0,2012.0,Weekday,1,,
20120331,2012-03-31,Saturday,6.0,31.0,14.0,March,3.0,1.0,2012.0,Weekend,1,,
20120401,2012-04-01,Sunday,7.0,1.0,14.0,April,4.0,2.0,2012.0,Weekend,1,,
20120402,2012-04-02,Monday,1.0,2.0,15.0,April,4.0,2.0,2012.0,Weekday,1,,
20120403,2012-04-03,Tuesday,2.0,3.0,15.0,April,4.0,2.0,2012.0,Weekday,1,,
20120404,2012-04-04,Wednesday,3.0,4.0,15.0,April,4.0,2.0,2012.0,Weekday,1,,
20120405,2012-04-05,Thursday,4.0,5.0,15.0,April,4.0,2.0,2012.0,Weekday,1,,
20120406,2012-04-06,Friday,5.0,6.0,15.0,April,4.0,2.0,2012.0,Weekday,1,,
20120407,2012-04-07,Saturday,6.0,7.0,15.0,April,4.0,2.0,2012.0,Weekend,1,,
20120408,2012-04-08,Sunday,7.0,8.0,15.0,April,4.0,2.0,2012.0,Weekend,1,,
20120409,2012-04-09,Monday,1.0,9.0,16.0,April,4.0,2.0,2012.0,Weekday,1,,
20120410,2012-04-10,Tuesday,2.0,10.0,16.0,April,4.0,2.0,2012.0,Weekday,1,,
20120411,2012-04-11,Wednesday,3.0,11.0,16.0,April,4.0,2.0,2012.0,Weekday,1,,
20120412,2012-04-12,Thursday,4.0,12.0,16.0,April,4.0,2.0,2012.0,Weekday,1,,
20120413,2012-04-13,Friday,5.0,13.0,16.0,April,4.0,2.0,2012.0,Weekday,1,,
20120414,2012-04-14,Saturday,6.0,14.0,16.0,April,4.0,2.0,2012.0,Weekend,1,,
20120415,2012-04-15,Sunday,7.0,15.0,16.0,April,4.0,2.0,2012.0,Weekend,1,,
20120416,2012-04-16,Monday,1.0,16.0,17.0,April,4.0,2.0,2012.0,Weekday,1,,
20120417,2012-04-17,Tuesday,2.0,17.0,17.0,April,4.0,2.0,2012.0,Weekday,1,,
20120418,2012-04-18,Wednesday,3.0,18.0,17.0,April,4.0,2.0,2012.0,Weekday,1,,
20120419,2012-04-19,Thursday,4.0,19.0,17.0,April,4.0,2.0,2012.0,Weekday,1,,
20120420,2012-04-20,Friday,5.0,20.0,17.0,April,4.0,2.0,2012.0,Weekday,1,,
20120421,2012-04-21,Saturday,6.0,21.0,17.0,April,4.0,2.0,2012.0,Weekend,1,,
20120422,2012-04-22,Sunday,7.0,22.0,17.0,April,4.0,2.0,2012.0,Weekend,1,,
20120423,2012-04-23,Monday,1.0,23.0,18.0,April,4.0,2.0,2012.0,Weekday,1,,
20120424,2012-04-24,Tuesday,2.0,24.0,18.0,April,4.0,2.0,2012.0,Weekday,1,,
20120425,2012-04-25,Wednesday,3.0,25.0,18.0,April,4.0,2.0,2012.0,Weekday,1,,
20120426,2012-04-26,Thursday,4.0,26.0,18.0,April,4.0,2.0,2012.0,Weekday,1,,
20120427,2012-04-27,Friday,5.0,27.0,18.0,April,4.0,2.0,2012.0,Weekday,1,,
20120428,2012-04-28,Saturday,6.0,28.0,18.0,April,4.0,2.0,2012.0,Weekend,1,,
20120429,2012-04-29,Sunday,7.0,29.0,18.0,April,4.0,2.0,2012.0,Weekend,1,,
20120430,2012-04-30,Monday,1.0,30.0,19.0,April,4.0,2.0,2012.0,Weekday,1,,
20120501,2012-05-01,Tuesday,2.0,1.0,19.0,May,5.0,2.0,2012.0,Weekday,1,,
20120502,2012-05-02,Wednesday,3.0,2.0,19.0,May,5.0,2.0,2012.0,Weekday,1,,
20120503,2012-05-03,Thursday,4.0,3.0,19.0,May,5.0,2.0,2012.0,Weekday,1,,
20120504,2012-05-04,Friday,5.0,4.0,19.0,May,5.0,2.0,2012.0,Weekday,1,,
20120505,2012-05-05,Saturday,6.0,5.0,19.0,May,5.0,2.0,2012.0,Weekend,1,,
20120506,2012-05-06,Sunday,7.0,6.0,19.0,May,5.0,2.0,2012.0,Weekend,1,,
20120507,2012-05-07,Monday,1.0,7.0,20.0,May,5.0,2.0,2012.0,Weekday,1,,
20120508,2012-05-08,Tuesday,2.0,8.0,20.0,May,5.0,2.0,2012.0,Weekday,1,,
20120509,2012-05-09,Wednesday,3.0,9.0,20.0,May,5.0,2.0,2012.0,Weekday,1,,
20120510,2012-05-10,Thursday,4.0,10.0,20.0,May,5.0,2.0,2012.0,Weekday,1,,
20120511,2012-05-11,Friday,5.0,11.0,20.0,May,5.0,2.0,2012.0,Weekday,1,,
20120512,2012-05-12,Saturday,6.0,12.0,20.0,May,5.0,2.0,2012.0,Weekend,1,,
20120513,2012-05-13,Sunday,7.0,13.0,20.0,May,5.0,2.0,2012.0,Weekend,1,,
20120514,2012-05-14,Monday,1.0,14.0,21.0,May,5.0,2.0,2012.0,Weekday,1,,
20120515,2012-05-15,Tuesday,2.0,15.0,21.0,May,5.0,2.0,2012.0,Weekday,1,,
20120516,2012-05-16,Wednesday,3.0,16.0,21.0,May,5.0,2.0,2012.0,Weekday,1,,
20120517,2012-05-17,Thursday,4.0,17.0,21.0,May,5.0,2.0,2012.0,Weekday,1,,
20120518,2012-05-18,Friday,5.0,18.0,21.0,May,5.0,2.0,2012.0,Weekday,1,,
20120519,2012-05-19,Saturday,6.0,19.0,21.0,May,5.0,2.0,2012.0,Weekend,1,,
20120520,2012-05-20,Sunday,7.0,20.0,21.0,May,5.0,2.0,2012.0,Weekend,1,,
20120521,2012-05-21,Monday,1.0,21.0,22.0,May,5.0,2.0,2012.0,Weekday,1,,
20120522,2012-05-22,Tuesday,2.0,22.0,22.0,May,5.0,2.0,2012.0,Weekday,1,,
20120523,2012-05-23,Wednesday,3.0,23.0,22.0,May,5.0,2.0,2012.0,Weekday,1,,
20120524,2012-05-24,Thursday,4.0,24.0,22.0,May,5.0,2.0,2012.0,Weekday,1,,
20120525,2012-05-25,Friday,5.0,25.0,22.0,May,5.0,2.0,2012.0,Weekday,1,,
20120526,2012-05-26,Saturday,6.0,26.0,22.0,May,5.0,2.0,2012.0,Weekend,1,,
20120527,2012-05-27,Sunday,7.0,27.0,22.0,May,5.0,2.0,2012.0,Weekend,1,,
20120528,2012-05-28,Monday,1.0,28.0,23.0,May,5.0,2.0,2012.0,Weekday,1,,
20120529,2012-05-29,Tuesday,2.0,29.0,23.0,May,5.0,2.0,2012.0,Weekday,1,,
20120530,2012-05-30,Wednesday,3.0,30.0,23.0,May,5.0,2.0,2012.0,Weekday,1,,
20120531,2012-05-31,Thursday,4.0,31.0,23.0,May,5.0,2.0,2012.0,Weekday,1,,
20120601,2012-06-01,Friday,5.0,1.0,23.0,June,6.0,2.0,2012.0,Weekday,1,,
20120602,2012-06-02,Saturday,6.0,2.0,23.0,June,6.0,2.0,2012.0,Weekend,1,,
20120603,2012-06-03,Sunday,7.0,3.0,23.0,June,6.0,2.0,2012.0,Weekend,1,,
20120604,2012-06-04,Monday,1.0,4.0,24.0,June,6.0,2.0,2012.0,Weekday,1,,
20120605,2012-06-05,Tuesday,2.0,5.0,24.0,June,6.0,2.0,2012.0,Weekday,1,,
20120606,2012-06-06,Wednesday,3.0,6.0,24.0,June,6.0,2.0,2012.0,Weekday,1,,
20120607,2012-06-07,Thursday,4.0,7.0,24.0,June,6.0,2.0,2012.0,Weekday,1,,
20120608,2012-06-08,Friday,5.0,8.0,24.0,June,6.0,2.0,2012.0,Weekday,1,,
20120609,2012-06-09,Saturday,6.0,9.0,24.0,June,6.0,2.0,2012.0,Weekend,1,,
20120610,2012-06-10,Sunday,7.0,10.0,24.0,June,6.0,2.0,2012.0,Weekend,1,,
20120611,2012-06-11,Monday,1.0,11.0,25.0,June,6.0,2.0,2012.0,Weekday,1,,
20120612,2012-06-12,Tuesday,2.0,12.0,25.0,June,6.0,2.0,2012.0,Weekday,1,,
20120613,2012-06-13,Wednesday,3.0,13.0,25.0,June,6.0,2.0,2012.0,Weekday,1,,
20120614,2012-06-14,Thursday,4.0,14.0,25.0,June,6.0,2.0,2012.0,Weekday,1,,
20120615,2012-06-15,Friday,5.0,15.0,25.0,June,6.0,2.0,2012.0,Weekday,1,,
20120616,2012-06-16,Saturday,6.0,16.0,25.0,June,6.0,2.0,2012.0,Weekend,1,,
20120617,2012-06-17,Sunday,7.0,17.0,25.0,June,6.0,2.0,2012.0,Weekend,1,,
20120618,2012-06-18,Monday,1.0,18.0,26.0,June,6.0,2.0,2012.0,Weekday,1,,
20120619,2012-06-19,Tuesday,2.0,19.0,26.0,June,6.0,2.0,2012.0,Weekday,1,,
20120620,2012-06-20,Wednesday,3.0,20.0,26.0,June,6.0,2.0,2012.0,Weekday,1,,
20120621,2012-06-21,Thursday,4.0,21.0,26.0,June,6.0,2.0,2012.0,Weekday,1,,
20120622,2012-06-22,Friday,5.0,22.0,26.0,June,6.0,2.0,2012.0,Weekday,1,,
20120623,2012-06-23,Saturday,6.0,23.0,26.0,June,6.0,2.0,2012.0,Weekend,1,,
20120624,2012-06-24,Sunday,7.0,24.0,26.0,June,6.0,2.0,2012.0,Weekend,1,,
20120625,2012-06-25,Monday,1.0,25.0,27.0,June,6.0,2.0,2012.0,Weekday,1,,
20120626,2012-06-26,Tuesday,2.0,26.0,27.0,June,6.0,2.0,2012.0,Weekday,1,,
20120627,2012-06-27,Wednesday,3.0,27.0,27.0,June,6.0,2.0,2012.0,Weekday,1,,
20120628,2012-06-28,Thursday,4.0,28.0,27.0,June,6.0,2.0,2012.0,Weekday,1,,
20120629,2012-06-29,Friday,5.0,29.0,27.0,June,6.0,2.0,2012.0,Weekday,1,,
20120630,2012-06-30,Saturday,6.0,30.0,27.0,June,6.0,2.0,2012.0,Weekend,1,,
20120701,2012-07-01,Sunday,7.0,1.0,27.0,July,7.0,3.0,2012.0,Weekend,1,,
20120702,2012-07-02,Monday,1.0,2.0,28.0,July,7.0,3.0,2012.0,Weekday,1,,
20120703,2012-07-03,Tuesday,2.0,3.0,28.0,July,7.0,3.0,2012.0,Weekday,1,,
20120704,2012-07-04,Wednesday,3.0,4.0,28.0,July,7.0,3.0,2012.0,Weekday,1,,
20120705,2012-07-05,Thursday,4.0,5.0,28.0,July,7.0,3.0,2012.0,Weekday,1,,
20120706,2012-07-06,Friday,5.0,6.0,28.0,July,7.0,3.0,2012.0,Weekday,1,,
20120707,2012-07-07,Saturday,6.0,7.0,28.0,July,7.0,3.0,2012.0,Weekend,1,,
20120708,2012-07-08,Sunday,7.0,8.0,28.0,July,7.0,3.0,2012.0,Weekend,1,,
20120709,2012-07-09,Monday,1.0,9.0,29.0,July,7.0,3.0,2012.0,Weekday,1,,
20120710,2012-07-10,Tuesday,2.0,10.0,29.0,July,7.0,3.0,2012.0,Weekday,1,,
20120711,2012-07-11,Wednesday,3.0,11.0,29.0,July,7.0,3.0,2012.0,Weekday,1,,
20120712,2012-07-12,Thursday,4.0,12.0,29.0,July,7.0,3.0,2012.0,Weekday,1,,
20120713,2012-07-13,Friday,5.0,13.0,29.0,July,7.0,3.0,2012.0,Weekday,1,,
20120714,2012-07-14,Saturday,6.0,14.0,29.0,July,7.0,3.0,2012.0,Weekend,1,,
20120715,2012-07-15,Sunday,7.0,15.0,29.0,July,7.0,3.0,2012.0,Weekend,1,,
20120716,2012-07-16,Monday,1.0,16.0,30.0,July,7.0,3.0,2012.0,Weekday,1,,
20120717,2012-07-17,Tuesday,2.0,17.0,30.0,July,7.0,3.0,2012.0,Weekday,1,,
20120718,2012-07-18,Wednesday,3.0,18.0,30.0,July,7.0,3.0,2012.0,Weekday,1,,
20120719,2012-07-19,Thursday,4.0,19.0,30.0,July,7.0,3.0,2012.0,Weekday,1,,
20120720,2012-07-20,Friday,5.0,20.0,30.0,July,7.0,3.0,2012.0,Weekday,1,,
20120721,2012-07-21,Saturday,6.0,21.0,30.0,July,7.0,3.0,2012.0,Weekend,1,,
20120722,2012-07-22,Sunday,7.0,22.0,30.0,July,7.0,3.0,2012.0,Weekend,1,,
20120723,2012-07-23,Monday,1.0,23.0,31.0,July,7.0,3.0,2012.0,Weekday,1,,
20120724,2012-07-24,Tuesday,2.0,24.0,31.0,July,7.0,3.0,2012.0,Weekday,1,,
20120725,2012-07-25,Wednesday,3.0,25.0,31.0,July,7.0,3.0,2012.0,Weekday,1,,
20120726,2012-07-26,Thursday,4.0,26.0,31.0,July,7.0,3.0,2012.0,Weekday,1,,
20120727,2012-07-27,Friday,5.0,27.0,31.0,July,7.0,3.0,2012.0,Weekday,1,,
20120728,2012-07-28,Saturday,6.0,28.0,31.0,July,7.0,3.0,2012.0,Weekend,1,,
20120729,2012-07-29,Sunday,7.0,29.0,31.0,July,7.0,3.0,2012.0,Weekend,1,,
20120730,2012-07-30,Monday,1.0,30.0,32.0,July,7.0,3.0,2012.0,Weekday,1,,
20120731,2012-07-31,Tuesday,2.0,31.0,32.0,July,7.0,3.0,2012.0,Weekday,1,,
20120801,2012-08-01,Wednesday,3.0,1.0,32.0,August,8.0,3.0,2012.0,Weekday,1,,
20120802,2012-08-02,Thursday,4.0,2.0,32.0,August,8.0,3.0,2012.0,Weekday,1,,
20120803,2012-08-03,Friday,5.0,3.0,32.0,August,8.0,3.0,2012.0,Weekday,1,,
20120804,2012-08-04,Saturday,6.0,4.0,32.0,August,8.0,3.0,2012.0,Weekend,1,,
20120805,2012-08-05,Sunday,7.0,5.0,32.0,August,8.0,3.0,2012.0,Weekend,1,,
20120806,2012-08-06,Monday,1.0,6.0,33.0,August,8.0,3.0,2012.0,Weekday,1,,
20120807,2012-08-07,Tuesday,2.0,7.0,33.0,August,8.0,3.0,2012.0,Weekday,1,,
20120808,2012-08-08,Wednesday,3.0,8.0,33.0,August,8.0,3.0,2012.0,Weekday,1,,
20120809,2012-08-09,Thursday,4.0,9.0,33.0,August,8.0,3.0,2012.0,Weekday,1,,
20120810,2012-08-10,Friday,5.0,10.0,33.0,August,8.0,3.0,2012.0,Weekday,1,,
20120811,2012-08-11,Saturday,6.0,11.0,33.0,August,8.0,3.0,2012.0,Weekend,1,,
20120812,2012-08-12,Sunday,7.0,12.0,33.0,August,8.0,3.0,2012.0,Weekend,1,,
20120813,2012-08-13,Monday,1.0,13.0,34.0,August,8.0,3.0,2012.0,Weekday,1,,
20120814,2012-08-14,Tuesday,2.0,14.0,34.0,August,8.0,3.0,2012.0,Weekday,1,,
20120815,2012-08-15,Wednesday,3.0,15.0,34.0,August,8.0,3.0,2012.0,Weekday,1,,
20120816,2012-08-16,Thursday,4.0,16.0,34.0,August,8.0,3.0,2012.0,Weekday,1,,
20120817,2012-08-17,Friday,5.0,17.0,34.0,August,8.0,3.0,2012.0,Weekday,1,,
20120818,2012-08-18,Saturday,6.0,18.0,34.0,August,8.0,3.0,2012.0,Weekend,1,,
20120819,2012-08-19,Sunday,7.0,19.0,34.0,August,8.0,3.0,2012.0,Weekend,1,,
20120820,2012-08-20,Monday,1.0,20.0,35.0,August,8.0,3.0,2012.0,Weekday,1,,
20120821,2012-08-21,Tuesday,2.0,21.0,35.0,August,8.0,3.0,2012.0,Weekday,1,,
20120822,2012-08-22,Wednesday,3.0,22.0,35.0,August,8.0,3.0,2012.0,Weekday,1,,
20120823,2012-08-23,Thursday,4.0,23.0,35.0,August,8.0,3.0,2012.0,Weekday,1,,
20120824,2012-08-24,Friday,5.0,24.0,35.0,August,8.0,3.0,2012.0,Weekday,1,,
20120825,2012-08-25,Saturday,6.0,25.0,35.0,August,8.0,3.0,2012.0,Weekend,1,,
20120826,2012-08-26,Sunday,7.0,26.0,35.0,August,8.0,3.0,2012.0,Weekend,1,,
20120827,2012-08-27,Monday,1.0,27.0,36.0,August,8.0,3.0,2012.0,Weekday,1,,
20120828,2012-08-28,Tuesday,2.0,28.0,36.0,August,8.0,3.0,2012.0,Weekday,1,,
20120829,2012-08-29,Wednesday,3.0,29.0,36.0,August,8.0,3.0,2012.0,Weekday,1,,
20120830,2012-08-30,Thursday,4.0,30.0,36.0,August,8.0,3.0,2012.0,Weekday,1,,
20120831,2012-08-31,Friday,5.0,31.0,36.0,August,8.0,3.0,2012.0,Weekday,1,,
20120901,2012-09-01,Saturday,6.0,1.0,36.0,September,9.0,3.0,2012.0,Weekend,1,,
20120902,2012-09-02,Sunday,7.0,2.0,36.0,September,9.0,3.0,2012.0,Weekend,1,,
20120903,2012-09-03,Monday,1.0,3.0,37.0,September,9.0,3.0,2012.0,Weekday,1,,
20120904,2012-09-04,Tuesday,2.0,4.0,37.0,September,9.0,3.0,2012.0,Weekday,1,,
20120905,2012-09-05,Wednesday,3.0,5.0,37.0,September,9.0,3.0,2012.0,Weekday,1,,
20120906,2012-09-06,Thursday,4.0,6.0,37.0,September,9.0,3.0,2012.0,Weekday,1,,
20120907,2012-09-07,Friday,5.0,7.0,37.0,September,9.0,3.0,2012.0,Weekday,1,,
20120908,2012-09-08,Saturday,6.0,8.0,37.0,September,9.0,3.0,2012.0,Weekend,1,,
20120909,2012-09-09,Sunday,7.0,9.0,37.0,September,9.0,3.0,2012.0,Weekend,1,,
20120910,2012-09-10,Monday,1.0,10.0,38.0,September,9.0,3.0,2012.0,Weekday,1,,
20120911,2012-09-11,Tuesday,2.0,11.0,38.0,September,9.0,3.0,2012.0,Weekday,1,,
20120912,2012-09-12,Wednesday,3.0,12.0,38.0,September,9.0,3.0,2012.0,Weekday,1,,
20120913,2012-09-13,Thursday,4.0,13.0,38.0,September,9.0,3.0,2012.0,Weekday,1,,
